id,name,,,,,,,,,,,,,,,,,,
565,Vita500,,,,,,,,,,,,,,,,,,
566,Sopa Tailandesa,,,,,,,,,,,,,,,,,,
567,Camarão,,,,,,,,,,,,,,,,,,
568,Limão,,,,,,,,,,,,,,,,,,
569,Poção de Aprendiz,,,,,,,,,,,,,,,,,,
570,Doce da Sorte,,,,,,,,,,,,,,,,,,
571,Bengala Doce da Sorte,,,,,,,,,,,,,,,,,,
572,Biscoito da Sorte,,,,,,,,,,,,,,,,,,
573,Chocolate Quente,,,,,,,,,,,,,,,,,,
574,Ovo,,,,,,,,,,,,,,,,,,
575,Chapéu de Bolo do,,,,,,,,,,,,,,,,,,
576,Fruta Espinhosa,,,,,,,,,,,,,,,,,,
577,Sacola de Grãos,,,,,,,,,,,,,,,,,,
578,Morango,,,,,,,,,,,,,,,,,,
579,Peixe Fresco,,,,,,,,,,,,,,,,,,
580,Pão,,,,,,,,,,,,,,,,,,
581,Cogumelo Comestível,,,,,,,,,,,,,,,,,,
582,Laranja,,,,,,,,,,,,,,,,,,
583,Ketupat Sayur,,,,,,,,,,,,,,,,,,
584,Sopa com Bolinhos de Peixe,,,,,,,,,,,,,,,,,,
585,Brusti,,,,,,,,,,,,,,,,,,
586,Mother s Cake,,,,,,,,,,,,,,,,,,
587,Fruta Espinhosa Escarlate,,,,,,,,,,,,,,,,,,
588,Spaghetti,,,,,,,,,,,,,,,,,,
589,Pizza,,,,,,,,,,,,,,,,,,
590,Pretzel,,,,,,,,,,,,,,,,,,
591,Panqueca de Caviar,,,,,,,,,,,,,,,,,,
592,Panqueca de Geléia,,,,,,,,,,,,,,,,,,
593,Panqueca com Mel,,,,,,,,,,,,,,,,,,
594,Panqueca Azeda,,,,,,,,,,,,,,,,,,
595,Panqueca de Cogumelos,,,,,,,,,,,,,,,,,,
596,Chocolate dos Apaixonados,,,,,,,,,,,,,,,,,,
597,Torta de Chocolate Cremosa,,,,,,,,,,,,,,,,,,
598,Light Red Potion,,,,,,,,,,,,,,,,,,
599,Light Orange Potion,,,,,,,,,,,,,,,,,,
601,Asa de Mosca,,,,,,,,,,,,,,,,,,
602,Asa de Borboleta,,,,,,,,,,,,,,,,,,
603,Velha Caixa Azul,,,,,,,,,,,,,,,,,,
604,Galho Seco,,,,,,,,,,,,,,,,,,
605,Analgésico,,,,,,,,,,,,,,,,,,
606,Aloe Vera,,,,,,,,,,,,,,,,,,
607,Fruto de Yggdrasil,,,,,,,,,,,,,,,,,,
608,Semente de Yggdrasil,,,,,,,,,,,,,,,,,,
609,Amuleto,,,,,,,,,,,,,,,,,,
610,Folha de Yggdrasil,,,,,,,,,,,,,,,,,,
611,Lupa,,,,,,,,,,,,,,,,,,
612,Mini-Fornalha,,,,,,,,,,,,,,,,,,
613,Martelo de Ferro,,,,,,,,,,,,,,,,,,
614,Martelo de Ouro,,,,,,,,,,,,,,,,,,
615,Martelo de Oridecon,,,,,,,,,,,,,,,,,,
616,Velho Álbum de Cartas,,,,,,,,,,,,,,,,,,
617,Velha Caixa Roxa,,,,,,,,,,,,,,,,,,
618,Pergaminho Desgastado,,,,,,,,,,,,,,,,,,
619,Maçã Verde,,,,,,,,,,,,,,,,,,
620,Suco de Laranja,,,,,,,,,,,,,,,,,,
621,Erva Amarga,,,,,,,,,,,,,,,,,,
622,Cenoura Arco-Íris,,,,,,,,,,,,,,,,,,
623,Minhoca Boa-Pinta,,,,,,,,,,,,,,,,,,
624,Peixe Podre,,,,,,,,,,,,,,,,,,
625,Ferro Enferrujado,,,,,,,,,,,,,,,,,,
626,Suco de Monstro,,,,,,,,,,,,,,,,,,
627,Leite Doce,,,,,,,,,,,,,,,,,,
628,Osso Seco,,,,,,,,,,,,,,,,,,
629,Flor Cantante,,,,,,,,,,,,,,,,,,
630,Musgo Encharcado,,,,,,,,,,,,,,,,,,
631,Erva Letal,,,,,,,,,,,,,,,,,,
632,Minhoca Gorducha,,,,,,,,,,,,,,,,,,
633,Batata Assada,,,,,,,,,,,,,,,,,,
634,Banana Tropical,,,,,,,,,,,,,,,,,,
635,Horror da Tribo,,,,,,,,,,,,,,,,,,
636,Sem Destinatário,,,,,,,,,,,,,,,,,,
637,Vassoura Velha,,,,,,,,,,,,,,,,,,
638,Faca de Prata da Castidade,,,,,,,,,,,,,,,,,,
639,Bracelete da Obediência,,,,,,,,,,,,,,,,,,
640,Pedra Brilhante,,,,,,,,,,,,,,,,,,
641,Contratos das Sombras,,,,,,,,,,,,,,,,,,
642,Livro do Diabo,,,,,,,,,,,,,,,,,,
643,Incubadora,,,,,,,,,,,,,,,,,,
644,Caixa de Presente,,,,,,,,,,,,,,,,,,
645,Poção da Concentração,,,,,,,,,,,,,,,,,,
656,Poção do Despertar,,,,,,,,,,,,,,,,,,
657,Poção da Fúria Selvagem,,,,,,,,,,,,,,,,,,
658,União da Tribo,,,,,,,,,,,,,,,,,,
659,Coração Apaixonado,,,,,,,,,,,,,,,,,,
660,Vela do Marquês de Sade,,,,,,,,,,,,,,,,,,
661,Avental Elegante,,,,,,,,,,,,,,,,,,
662,Emblema Oficial,,,,,,,,,,,,,,,,,,
663,Ovos de Chocolate Branco,,,,,,,,,,,,,,,,,,
664,Caixa de Presente 1,,,,,,,,,,,,,,,,,,
665,Caixa de Presente 2,,,,,,,,,,,,,,,,,,
666,Caixa de Presente 3,,,,,,,,,,,,,,,,,,
667,Caixa de Presente 4,,,,,,,,,,,,,,,,,,
668,Envelope Vermelho,,,,,,,,,,,,,,,,,,
669,Sopa de Arroz,,,,,,,,,,,,,,,,,,
670,Sacola de Moedas de Ouro,,,,,,,,,,,,,,,,,,
671,Moeda de Ouro,,,,,,,,,,,,,,,,,,
672,Sacola de Moedas de Bronze,,,,,,,,,,,,,,,,,,
673,Moeda de Bronze,,,,,,,,,,,,,,,,,,
674,Moeda de Mythril,,,,,,,,,,,,,,,,,,
675,Moeda de Prata,,,,,,,,,,,,,,,,,,
676,Sacola de Moedas de Prata,,,,,,,,,,,,,,,,,,
677,Moeda de Platina,,,,,,,,,,,,,,,,,,
678,Garrafa de Veneno,,,,,,,,,,,,,,,,,,
679,Pílula Dourada,,,,,,,,,,,,,,,,,,
680,Magic Carnation,,,,,,,,,,,,,,,,,,
681,Álbum de Fotos de Casamento,,,,,,,,,,,,,,,,,,
682,Bebida de Realgar,,,,,,,,,,,,,,,,,,
683,Erva de Exorcismo,,,,,,,,,,,,,,,,,,
684,Jaca,,,,,,,,,,,,,,,,,,
685,Ramadan,,,,,,,,,,,,,,,,,,
686,Coluna de Pedra Nível 3,,,,,,,,,,,,,,,,,,
687,Coluna de Pedra Nível 5,,,,,,,,,,,,,,,,,,
688,Lanças de Gelo Nível 3,,,,,,,,,,,,,,,,,,
689,Lanças de Gelo Nível 5,,,,,,,,,,,,,,,,,,
690,Lanças de Fogo Nível 3,,,,,,,,,,,,,,,,,,
691,Lanças de Fogo Nível 5,,,,,,,,,,,,,,,,,,
692,Relâmpago Nível 3,,,,,,,,,,,,,,,,,,
693,Relâmpago Nível 5,,,,,,,,,,,,,,,,,,
694,Espíritos Anciões Nível 3,,,,,,,,,,,,,,,,,,
695,Espíritos Anciões Nível 5,,,,,,,,,,,,,,,,,,
696,Bolas de Fogo Nível 1,,,,,,,,,,,,,,,,,,
697,Bolas de Fogo Nível 5,,,,,,,,,,,,,,,,,,
698,Barreira de Fogo Nível 1,,,,,,,,,,,,,,,,,,
699,Barreira de Fogo Nível 5,,,,,,,,,,,,,,,,,,
700,Rajada Congelante Nível 1,,,,,,,,,,,,,,,,,,
701,Armadilha para Insetos,,,,,,,,,,,,,,,,,,
702,Sangue de Animal,,,,,,,,,,,,,,,,,,
703,Hinalle,,,,,,,,,,,,,,,,,,
704,Aloés,,,,,,,,,,,,,,,,,,
705,Trevo,,,,,,,,,,,,,,,,,,
706,Trevo de Quatro Folhas,,,,,,,,,,,,,,,,,,
707,Planta da Melodia,,,,,,,,,,,,,,,,,,
708,Menta,,,,,,,,,,,,,,,,,,
709,Izidor,,,,,,,,,,,,,,,,,,
710,Flor das Ilusões,,,,,,,,,,,,,,,,,,
711,Broto,,,,,,,,,,,,,,,,,,
712,Flor,,,,,,,,,,,,,,,,,,
713,Garrafa Vazia,,,,,,,,,,,,,,,,,,
714,Emperium,,,,,,,,,,,,,,,,,,
715,Gema Amarela,,,,,,,,,,,,,,,,,,
716,Gema Vermelha,,,,,,,,,,,,,,,,,,
717,Gema Azul,,,,,,,,,,,,,,,,,,
718,Granada,,,,,,,,,,,,,,,,,,
719,Ametista,,,,,,,,,,,,,,,,,,
720,Aquamarina,,,,,,,,,,,,,,,,,,
721,Esmeralda,,,,,,,,,,,,,,,,,,
722,Pérola,,,,,,,,,,,,,,,,,,
723,Rubi,,,,,,,,,,,,,,,,,,
724,Rubi Amaldiçoado,,,,,,,,,,,,,,,,,,
725,Peridoto,,,,,,,,,,,,,,,,,,
726,Safira,,,,,,,,,,,,,,,,,,
727,Opala,,,,,,,,,,,,,,,,,,
728,Topázio,,,,,,,,,,,,,,,,,,
729,Zircônio,,,,,,,,,,,,,,,,,,
730,Diamante de 1 quilate,,,,,,,,,,,,,,,,,,
731,Diamante de 2 quilates,,,,,,,,,,,,,,,,,,
732,Diamante de 3 quilates,,,,,,,,,,,,,,,,,,
733,Diamante Rachado,,,,,,,,,,,,,,,,,,
734,Moldura Vermelha,,,,,,,,,,,,,,,,,,
735,Chung Jah,,,,,,,,,,,,,,,,,,
736,Prato de Porcelana,,,,,,,,,,,,,,,,,,
737,Concha Preta,,,,,,,,,,,,,,,,,,
738,Estojo de Lápis,,,,,,,,,,,,,,,,,,
739,Batom,,,,,,,,,,,,,,,,,,
740,Boneco de Pelúcia,,,,,,,,,,,,,,,,,,
741,Boneco de Poring,,,,,,,,,,,,,,,,,,
742,Boneco de Chonchon,,,,,,,,,,,,,,,,,,
743,Boneco de Esporo,,,,,,,,,,,,,,,,,,
744,Buquê,,,,,,,,,,,,,,,,,,
745,Buquê de Casamento,,,,,,,,,,,,,,,,,,
746,Bolinha de Gude,,,,,,,,,,,,,,,,,,
747,Espelho de Cristal,,,,,,,,,,,,,,,,,,
748,Rosa Eterna,,,,,,,,,,,,,,,,,,
749,Rosa de Gelo,,,,,,,,,,,,,,,,,,
750,Boneco de Bafomé,,,,,,,,,,,,,,,,,,
751,Boneco de Osíris,,,,,,,,,,,,,,,,,,
752,Boneco de Rocker,,,,,,,,,,,,,,,,,,
753,Boneco de Yoyo,,,,,,,,,,,,,,,,,,
754,Boneco de Fumacento,,,,,,,,,,,,,,,,,,
756,Minério de Oridecon,,,,,,,,,,,,,,,,,,
757,Minério de Elunium,,,,,,,,,,,,,,,,,,
901,Trança,,,,,,,,,,,,,,,,,,
902,Raiz de Árvore,,,,,,,,,,,,,,,,,,
903,Língua de Réptil,,,,,,,,,,,,,,,,,,
904,Cauda de Escorpião,,,,,,,,,,,,,,,,,,
905,Caule,,,,,,,,,,,,,,,,,,
906,Escama Afiada,,,,,,,,,,,,,,,,,,
907,Resina,,,,,,,,,,,,,,,,,,
908,Ova de Sapo,,,,,,,,,,,,,,,,,,
909,Jellopy,,,,,,,,,,,,,,,,,,
910,Garleta,,,,,,,,,,,,,,,,,,
911,Scell,,,,,,,,,,,,,,,,,,
912,Zargônio,,,,,,,,,,,,,,,,,,
913,Dente de Morcego,,,,,,,,,,,,,,,,,,
914,Felpa,,,,,,,,,,,,,,,,,,
915,Crisálida,,,,,,,,,,,,,,,,,,
916,Plumas de Ave,,,,,,,,,,,,,,,,,,
917,Garra de Ave,,,,,,,,,,,,,,,,,,
918,Pata Pegajosa,,,,,,,,,,,,,,,,,,
919,Couro de Animal,,,,,,,,,,,,,,,,,,
920,Garra de Lobo,,,,,,,,,,,,,,,,,,
921,Esporo de Cogumelo,,,,,,,,,,,,,,,,,,
922,Presa de Orc,,,,,,,,,,,,,,,,,,
923,Chifre Diabólico,,,,,,,,,,,,,,,,,,
924,Pó de Borboleta,,,,,,,,,,,,,,,,,,
925,Bico de Ave,,,,,,,,,,,,,,,,,,
926,Escamas de Cobra,,,,,,,,,,,,,,,,,,
928,Antenas de Inseto,,,,,,,,,,,,,,,,,,
929,Coração Imortal,,,,,,,,,,,,,,,,,,
930,Bandagem Estragada,,,,,,,,,,,,,,,,,,
931,Amuleto dos Orcs,,,,,,,,,,,,,,,,,,
932,Osso,,,,,,,,,,,,,,,,,,
934,Espólio,,,,,,,,,,,,,,,,,,
935,Casca,,,,,,,,,,,,,,,,,,
936,Casca Escamada,,,,,,,,,,,,,,,,,,
937,Canino Venenoso,,,,,,,,,,,,,,,,,,
938,Muco Pegajoso,,,,,,,,,,,,,,,,,,
939,Ferrão de Abelha,,,,,,,,,,,,,,,,,,
940,Perna de Gafanhoto,,,,,,,,,,,,,,,,,,
941,Argola,,,,,,,,,,,,,,,,,,
942,Cauda de Yoyo,,,,,,,,,,,,,,,,,,
943,Casca Rija,,,,,,,,,,,,,,,,,,
944,Ferradura,,,,,,,,,,,,,,,,,,
945,Folha de Fumacento,,,,,,,,,,,,,,,,,,
946,Casco de Caramujo,,,,,,,,,,,,,,,,,,
947,Chifre,,,,,,,,,,,,,,,,,,
948,Pata de Urso,,,,,,,,,,,,,,,,,,
949,Pluma,,,,,,,,,,,,,,,,,,
950,Coração de Sereia,,,,,,,,,,,,,,,,,,
951,Nadadeira,,,,,,,,,,,,,,,,,,
952,Espinho de Cacto,,,,,,,,,,,,,,,,,,
953,Coração de Pedra,,,,,,,,,,,,,,,,,,
954,Escama Brilhante,,,,,,,,,,,,,,,,,,
955,Pele de Verme,,,,,,,,,,,,,,,,,,
956,Guelra,,,,,,,,,,,,,,,,,,
957,Unha Apodrecida,,,,,,,,,,,,,,,,,,
958,Mandíbula Horrenda,,,,,,,,,,,,,,,,,,
959,Escama Fétida,,,,,,,,,,,,,,,,,,
960,Garra de Crustáceo,,,,,,,,,,,,,,,,,,
961,Concha,,,,,,,,,,,,,,,,,,
962,Tentáculo,,,,,,,,,,,,,,,,,,
963,Escama Aquática,,,,,,,,,,,,,,,,,,
964,Casco de Caranguejo,,,,,,,,,,,,,,,,,,
965,Casco de Ostra,,,,,,,,,,,,,,,,,,
966,Carne de Ostra,,,,,,,,,,,,,,,,,,
967,Casco de Tartaruga,,,,,,,,,,,,,,,,,,
968,Insígnia do Herói,,,,,,,,,,,,,,,,,,
969,Ouro,,,,,,,,,,,,,,,,,,
970,Álcool,,,,,,,,,,,,,,,,,,
971,Detrimindexta,,,,,,,,,,,,,,,,,,
972,Karvodailnirol,,,,,,,,,,,,,,,,,,
973,Antígeno,,,,,,,,,,,,,,,,,,
974,Mistura,,,,,,,,,,,,,,,,,,
975,Tintura Vermelha,,,,,,,,,,,,,,,,,,
976,Tintura Amarela,,,,,,,,,,,,,,,,,,
978,Tintura Azul,,,,,,,,,,,,,,,,,,
979,Tintura Verde,,,,,,,,,,,,,,,,,,
980,Tintura Laranja,,,,,,,,,,,,,,,,,,
981,Tintura Violeta,,,,,,,,,,,,,,,,,,
982,Tintura Branca,,,,,,,,,,,,,,,,,,
983,Tintura Preta,,,,,,,,,,,,,,,,,,
984,Oridecon,,,,,,,,,,,,,,,,,,
985,Elunium,,,,,,,,,,,,,,,,,,
986,Bigorna,,,,,,,,,,,,,,,,,,
987,Bigorna de Oridecon,,,,,,,,,,,,,,,,,,
988,Bigorna de Ouro,,,,,,,,,,,,,,,,,,
989,Bigorna de Emperium,,,,,,,,,,,,,,,,,,
990,Sangue Escarlate,,,,,,,,,,,,,,,,,,
991,Cristal Azul,,,,,,,,,,,,,,,,,,
992,Frescor do Vento,,,,,,,,,,,,,,,,,,
993,Vida Verdejante,,,,,,,,,,,,,,,,,,
994,Coração Flamejante,,,,,,,,,,,,,,,,,,
995,Gelo Místico,,,,,,,,,,,,,,,,,,
996,Vento Bruto,,,,,,,,,,,,,,,,,,
997,Natureza Grandiosa,,,,,,,,,,,,,,,,,,
998,Ferro,,,,,,,,,,,,,,,,,,
999,Aço,,,,,,,,,,,,,,,,,,
1000,Fragmento Estelar,,,,,,,,,,,,,,,,,,
1001,Poeira Estelar,,,,,,,,,,,,,,,,,,
1002,Minério de Ferro,,,,,,,,,,,,,,,,,,
1003,Carvão,,,,,,,,,,,,,,,,,,
1004,Insígnia da Cavalaria,,,,,,,,,,,,,,,,,,
1005,Martelo de Ferreiro,,,,,,,,,,,,,,,,,,
1006,Grimório Antigo,,,,,,,,,,,,,,,,,,
1007,Colar da Sabedoria,,,,,,,,,,,,,,,,,,
1008,Colar do Oblívio,,,,,,,,,,,,,,,,,,
1009,Mão Divina,,,,,,,,,,,,,,,,,,
1010,Fracon,,,,,,,,,,,,,,,,,,
1011,Emveretarcon,,,,,,,,,,,,,,,,,,
1012,Brasão,,,,,,,,,,,,,,,,,,
1013,Casco Arco-Íris,,,,,,,,,,,,,,,,,,
1014,Mandíbula de Formiga,,,,,,,,,,,,,,,,,,
1015,Língua,,,,,,,,,,,,,,,,,,
1016,Cauda de Rato,,,,,,,,,,,,,,,,,,
1017,Bigodes de Toupeira,,,,,,,,,,,,,,,,,,
1018,Garras de Toupeira,,,,,,,,,,,,,,,,,,
1019,Tronco,,,,,,,,,,,,,,,,,,
1020,Cabelos Morenos,,,,,,,,,,,,,,,,,,
1021,Chifre de Dokebi,,,,,,,,,,,,,,,,,,
1022,Nove-Caudas,,,,,,,,,,,,,,,,,,
1023,Cauda de Peixe,,,,,,,,,,,,,,,,,,
1024,Tinta de Polvo,,,,,,,,,,,,,,,,,,
1025,Teia de Aranha,,,,,,,,,,,,,,,,,,
1026,Avelã ,,,,,,,,,,,,,,,,,,
1027,Espinho de Porco-Espinho,,,,,,,,,,,,,,,,,,
1028,Crina,,,,,,,,,,,,,,,,,,
1029,Pele de Tigre,,,,,,,,,,,,,,,,,,
1030,Pata de Tigre,,,,,,,,,,,,,,,,,,
1031,Foice de Louva-a-Deus,,,,,,,,,,,,,,,,,,
1032,Flor de Planta Carnívora,,,,,,,,,,,,,,,,,,
1033,Raiz de Planta Carnívora,,,,,,,,,,,,,,,,,,
1034,Cabelo Azul,,,,,,,,,,,,,,,,,,
1035,Canino de Dragão,,,,,,,,,,,,,,,,,,
1036,Escama de Dragão,,,,,,,,,,,,,,,,,,
1037,Cauda de Dragão,,,,,,,,,,,,,,,,,,
1038,Pequeno Chifre Maligno,,,,,,,,,,,,,,,,,,
1039,Pequena Asa Maligna,,,,,,,,,,,,,,,,,,
1040,Bigode de Anão Ancião,,,,,,,,,,,,,,,,,,
1041,Lampião,,,,,,,,,,,,,,,,,,
1042,Pata de Inseto,,,,,,,,,,,,,,,,,,
1043,Garra de Orc,,,,,,,,,,,,,,,,,,
1044,Presa de Zenorc,,,,,,,,,,,,,,,,,,
1045,Máscara Ritualística,,,,,,,,,,,,,,,,,,
1046,Garra de Escorpião,,,,,,,,,,,,,,,,,,
1047,Cabeça de Medusa,,,,,,,,,,,,,,,,,,
1048,Cabelo Horrendo,,,,,,,,,,,,,,,,,,
1049,Saia Virginal,,,,,,,,,,,,,,,,,,
1050,Tendões,,,,,,,,,,,,,,,,,,
1051,Neurônio,,,,,,,,,,,,,,,,,,
1052,Célula Única,,,,,,,,,,,,,,,,,,
1053,Dente Fossilizado,,,,,,,,,,,,,,,,,,
1054,Lábios Fossilizados,,,,,,,,,,,,,,,,,,
1055,Pele de Minhoca,,,,,,,,,,,,,,,,,,
1056,Torrão de Areia,,,,,,,,,,,,,,,,,,
1057,Pó de Traça,,,,,,,,,,,,,,,,,,
1058,Asas de Traça,,,,,,,,,,,,,,,,,,
1059,Tecido,,,,,,,,,,,,,,,,,,
1060,Cabelos Dourados,,,,,,,,,,,,,,,,,,
1061,Areia Estelar de Bruxa,,,,,,,,,,,,,,,,,,
1062,Zé-Lanterna,,,,,,,,,,,,,,,,,,
1063,Presa,,,,,,,,,,,,,,,,,,
1064,Rédeas,,,,,,,,,,,,,,,,,,
1065,Armadilha,,,,,,,,,,,,,,,,,,
1066,Tronco de Alta Qualidade,,,,,,,,,,,,,,,,,,
1067,Tronco Sólido,,,,,,,,,,,,,,,,,,
1068,Tronco Estéril,,,,,,,,,,,,,,,,,,
1069,Cogumelo Venenoso,,,,,,,,,,,,,,,,,,
1070,Cogumelo Borrachento,,,,,,,,,,,,,,,,,,
1071,Tubo de Ensaio com Líquido Desconhecido,,,,,,,,,,,,,,,,,,
1072,Mensagem,,,,,,,,,,,,,,,,,,
1073,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1074,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1075,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1076,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1077,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1078,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1079,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1080,Recibo de Entrega,,,,,,,,,,,,,,,,,,
1081,Caixa de Entrega,,,,,,,,,,,,,,,,,,
1082,Caixa de Entrega ,,,,,,,,,,,,,,,,,,
1083,Caixa de Entrega,,,,,,,,,,,,,,,,,,
1084,Bilhete da Kafra,,,,,,,,,,,,,,,,,,
1085,Tubo de Ensaio com Líquido Desconhecido,,,,,,,,,,,,,,,,,,
1086,Tubo de Ensaio com Líquido Desconhecido,,,,,,,,,,,,,,,,,,
1087,Tubo de Ensaio com Líquido Desconhecido,,,,,,,,,,,,,,,,,,
1088,Solução de Morroc,,,,,,,,,,,,,,,,,,
1089,Solução de Payon,,,,,,,,,,,,,,,,,,
1090,Tubo de Ensaio com Líquido Desconhecido,,,,,,,,,,,,,,,,,,
1091,Caixa de Entrega,,,,,,,,,,,,,,,,,,
1092,Tubo de Ensaio,,,,,,,,,,,,,,,,,,
1093,Garrafa de Poção,,,,,,,,,,,,,,,,,,
1094,Trança Curta,,,,,,,,,,,,,,,,,,
1095,Ponteiro,,,,,,,,,,,,,,,,,,
1096,Casca Arredondada,,,,,,,,,,,,,,,,,,
1097,Página Deteriorada,,,,,,,,,,,,,,,,,,
1098,Algemas,,,,,,,,,,,,,,,,,,
1099,Uniforme Velho de Presidiário,,,,,,,,,,,,,,,,,,
1101,Espada,,,,,,,,,,,,,,,,,,
1102,Espada,,,,,,,,,,,,,,,,,,
1103,Espada,,,,,,,,,,,,,,,,,,
1104,Alfanje,,,,,,,,,,,,,,,,,,
1105,Alfanje,,,,,,,,,,,,,,,,,,
1106,Alfanje,,,,,,,,,,,,,,,,,,
1107,Lâmina,,,,,,,,,,,,,,,,,,
1108,Lâmina,,,,,,,,,,,,,,,,,,
1109,Lâmina,,,,,,,,,,,,,,,,,,
1110,Florete,,,,,,,,,,,,,,,,,,
1111,Florete,,,,,,,,,,,,,,,,,,
1112,Florete,,,,,,,,,,,,,,,,,,
1113,Cimitarra,,,,,,,,,,,,,,,,,,
1114,Cimitarra,,,,,,,,,,,,,,,,,,
1115,Cimitarra,,,,,,,,,,,,,,,,,,
1116,Kataná,,,,,,,,,,,,,,,,,,
1117,Kataná,,,,,,,,,,,,,,,,,,
1118,Kataná,,,,,,,,,,,,,,,,,,
1119,Tsurugi,,,,,,,,,,,,,,,,,,
1120,Tsurugi,,,,,,,,,,,,,,,,,,
1121,Tsurugi,,,,,,,,,,,,,,,,,,
1122,Sabre de Impacto,,,,,,,,,,,,,,,,,,
1123,Haedonggum,,,,,,,,,,,,,,,,,,
1124,Espada Orc,,,,,,,,,,,,,,,,,,
1125,Sabre de Impacto,,,,,,,,,,,,,,,,,,
1126,Sabre,,,,,,,,,,,,,,,,,,
1127,Sabre,,,,,,,,,,,,,,,,,,
1128,Haedonggum,,,,,,,,,,,,,,,,,,
1129,Flamberge,,,,,,,,,,,,,,,,,,
1130,Nagan,,,,,,,,,,,,,,,,,,
1131,Alfanje de Gelo,,,,,,,,,,,,,,,,,,
1132,Lâmina Turca,,,,,,,,,,,,,,,,,,
1133,Língua de Fogo,,,,,,,,,,,,,,,,,,
1134,Espada de César,,,,,,,,,,,,,,,,,,
1135,Cutelo,,,,,,,,,,,,,,,,,,
1136,Espada Solar,,,,,,,,,,,,,,,,,,
1137,Excalibur,,,,,,,,,,,,,,,,,,
1138,Mysteltain,,,,,,,,,,,,,,,,,,
1139,Talefing,,,,,,,,,,,,,,,,,,
1140,Byeollungum,,,,,,,,,,,,,,,,,,
