id,name,,,,,,,,,,,,,,,,,,,,,,,
954,Shining Scale,,,,,,,,,,,,,,,,,,,,,,,
955,Worm Peeling,,,,,,,,,,,,,,,,,,,,,,,
956,Gill,,,,,,,,,,,,,,,,,,,,,,,
957,Decayed Nail,,,,,,,,,,,,,,,,,,,,,,,
958,Horrendous Mouth,,,,,,,,,,,,,,,,,,,,,,,
959,Stinky Scale,,,,,,,,,,,,,,,,,,,,,,,
960,Nipper,,,,,,,,,,,,,,,,,,,,,,,
961,Conch,,,,,,,,,,,,,,,,,,,,,,,
962,Tentacle,,,,,,,,,,,,,,,,,,,,,,,
963,Sharp Scale,,,,,,,,,,,,,,,,,,,,,,,
964,Crab Shell,,,,,,,,,,,,,,,,,,,,,,,
965,Clam Shell,,,,,,,,,,,,,,,,,,,,,,,
966,Clam Flesh,,,,,,,,,,,,,,,,,,,,,,,
967,Turtle Shell,,,,,,,,,,,,,,,,,,,,,,,
968,Heroic Emblem,,,,,,,,,,,,,,,,,,,,,,,
969,Gold,,,,,,,,,,,,,,,,,,,,,,,
970,Alcohol,,,,,,,,,,,,,,,,,,,,,,,
971,Detrimindexta,,,,,,,,,,,,,,,,,,,,,,,
972,Karvodailnirol,,,,,,,,,,,,,,,,,,,,,,,
973,Counteragent,,,,,,,,,,,,,,,,,,,,,,,
974,Mixture,,,,,,,,,,,,,,,,,,,,,,,
975,Scarlet Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
976,Lemon Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
978,Cobaltblue Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
979,Darkgreen Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
980,Orange Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
981,Violet Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
982,White Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
983,Black Dyestuffs,,,,,,,,,,,,,,,,,,,,,,,
984,Oridecon,,,,,,,,,,,,,,,,,,,,,,,
985,Elunium,,,,,,,,,,,,,,,,,,,,,,,
986,Anvil,,,,,,,,,,,,,,,,,,,,,,,
987,Oridecon Anvil,,,,,,,,,,,,,,,,,,,,,,,
988,Golden Anvil,,,,,,,,,,,,,,,,,,,,,,,
989,Emperium Anvil,,,,,,,,,,,,,,,,,,,,,,,
990,Red Blood,,,,,,,,,,,,,,,,,,,,,,,
991,Crystal Blue,,,,,,,,,,,,,,,,,,,,,,,
992,Wind of Verdure,,,,,,,,,,,,,,,,,,,,,,,
993,Green Live,,,,,,,,,,,,,,,,,,,,,,,
994,Flame Heart,,,,,,,,,,,,,,,,,,,,,,,
995,Mystic Frozen,,,,,,,,,,,,,,,,,,,,,,,
996,Rough Wind,,,,,,,,,,,,,,,,,,,,,,,
997,Great Nature,,,,,,,,,,,,,,,,,,,,,,,
998,Iron,,,,,,,,,,,,,,,,,,,,,,,
999,Steel,,,,,,,,,,,,,,,,,,,,,,,
1000,Star Crumb,,,,,,,,,,,,,,,,,,,,,,,
1001,Star Dust,,,,,,,,,,,,,,,,,,,,,,,
1002,Iron Ore,,,,,,,,,,,,,,,,,,,,,,,
1003,Coal,,,,,,,,,,,,,,,,,,,,,,,
1004,Chivalry Emblem,,,,,,,,,,,,,,,,,,,,,,,
1005,Hammer of Blacksmith,,,,,,,,,,,,,,,,,,,,,,,
1006,Old Magicbook,,,,,,,,,,,,,,,,,,,,,,,
1007,Necklace of Wisdom,,,,,,,,,,,,,,,,,,,,,,,
1008,Necklace of Oblivion,,,,,,,,,,,,,,,,,,,,,,,
1009,Hand of God,,,,,,,,,,,,,,,,,,,,,,,
1010,Phracon,,,,,,,,,,,,,,,,,,,,,,,
1011,Emveretarcon,,,,,,,,,,,,,,,,,,,,,,,
1012,Frill,,,,,,,,,,,,,,,,,,,,,,,
1013,Rainbow Shell,,,,,,,,,,,,,,,,,,,,,,,
1014,Ant Jaw,,,,,,,,,,,,,,,,,,,,,,,
1015,Tongue,,,,,,,,,,,,,,,,,,,,,,,
1016,Rat Tail,,,,,,,,,,,,,,,,,,,,,,,
1017,Mole Whiskers,,,,,,,,,,,,,,,,,,,,,,,
1018,Mole Claw,,,,,,,,,,,,,,,,,,,,,,,
1019,Trunk,,,,,,,,,,,,,,,,,,,,,,,
1020,Black Hair,,,,,,,,,,,,,,,,,,,,,,,
1021,Dokebi Horn,,,,,,,,,,,,,,,,,,,,,,,
1022,Nine Tails,,,,,,,,,,,,,,,,,,,,,,,
1023,Fish Tail,,,,,,,,,,,,,,,,,,,,,,,
1024,Squid Ink,,,,,,,,,,,,,,,,,,,,,,,
1025,Cobweb,,,,,,,,,,,,,,,,,,,,,,,
1026,Acorn,,,,,,,,,,,,,,,,,,,,,,,
1027,Porcupine Quill,,,,,,,,,,,,,,,,,,,,,,,
1028,Mane,,,,,,,,,,,,,,,,,,,,,,,
1029,Tiger Skin,,,,,,,,,,,,,,,,,,,,,,,
1030,Tiger's Footskin,,,,,,,,,,,,,,,,,,,,,,,
1031,Mantis Scythe,,,,,,,,,,,,,,,,,,,,,,,
1032,Maneater Blossom,,,,,,,,,,,,,,,,,,,,,,,
1033,Maneater Root,,,,,,,,,,,,,,,,,,,,,,,
1034,Blue Hair,,,,,,,,,,,,,,,,,,,,,,,
1035,Dragon Canine,,,,,,,,,,,,,,,,,,,,,,,
1036,Dragon Scale,,,,,,,,,,,,,,,,,,,,,,,
1037,Dragon Tail,,,,,,,,,,,,,,,,,,,,,,,
1038,Little Evil Horn,,,,,,,,,,,,,,,,,,,,,,,
1039,Little Evil Wing,,,,,,,,,,,,,,,,,,,,,,,
1040,Elder Pixie's Moustache,,,,,,,,,,,,,,,,,,,,,,,
1041,Lantern,,,,,,,,,,,,,,,,,,,,,,,
1042,Bug Leg,,,,,,,,,,,,,,,,,,,,,,,
1043,Orc Claw,,,,,,,,,,,,,,,,,,,,,,,
1044,Zenorc's Fang,,,,,,,,,,,,,,,,,,,,,,,
1045,Cultish Masque,,,,,,,,,,,,,,,,,,,,,,,
1046,Scorpion Nipper,,,,,,,,,,,,,,,,,,,,,,,
1047,Dead Medusa,,,,,,,,,,,,,,,,,,,,,,,
1048,Horrendous Hair,,,,,,,,,,,,,,,,,,,,,,,
1049,Skirt of Virgin,,,,,,,,,,,,,,,,,,,,,,,
1050,Tendon,,,,,,,,,,,,,,,,,,,,,,,
1051,Detonator,,,,,,,,,,,,,,,,,,,,,,,
1052,Single Cell,,,,,,,,,,,,,,,,,,,,,,,
1053,Ancient Tooth,,,,,,,,,,,,,,,,,,,,,,,
1054,Ancient Lips,,,,,,,,,,,,,,,,,,,,,,,
1055,Earthworm Peeling,,,,,,,,,,,,,,,,,,,,,,,
1056,Grit,,,,,,,,,,,,,,,,,,,,,,,
1057,Moth Dust,,,,,,,,,,,,,,,,,,,,,,,
1058,Moth Wings,,,,,,,,,,,,,,,,,,,,,,,
1059,Fabric,,,,,,,,,,,,,,,,,,,,,,,
1060,Golden Hair,,,,,,,,,,,,,,,,,,,,,,,
1061,Witched Starsand,,,,,,,,,,,,,,,,,,,,,,,
1062,Jack o' Pumpkin,,,,,,,,,,,,,,,,,,,,,,,
1063,Fang,,,,,,,,,,,,,,,,,,,,,,,
1064,Reins,,,,,,,,,,,,,,,,,,,,,,,
1065,Trap,,,,,,,,,,,,,,,,,,,,,,,
1066,Fine-grained Trunk,,,,,,,,,,,,,,,,,,,,,,,
1067,Solid Trunk,,,,,,,,,,,,,,,,,,,,,,,
1068,Barren Trunk,,,,,,,,,,,,,,,,,,,,,,,
1069,Orange Net Mushroom,,,,,,,,,,,,,,,,,,,,,,,
1070,Orange Gooey Mushroom,,,,,,,,,,,,,,,,,,,,,,,
1071,Unknown Test Tube,,,,,,,,,,,,,,,,,,,,,,,
1072,Delivery Message,,,,,,,,,,,,,,,,,,,,,,,
1073,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1074,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1075,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1076,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1077,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1078,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1079,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1080,Voucher,,,,,,,,,,,,,,,,,,,,,,,
1081,Delivery Box,,,,,,,,,,,,,,,,,,,,,,,
1082,Delivery Box,,,,,,,,,,,,,,,,,,,,,,,
